,tags,name,udc
2337,"['\x18', '\x05', '\x02', '\x06', '\x11', '\x03', '\x17', '\x06\x16', '\x04', '\x00', '\x16', '\x12', '\x10', '\x08', '\x02', '\x11', '\x03', '\x12', '\x06', '\x17', '\x10\x06', '\x04', '\x04\x03', '\x00', '\x16', '\x08', '\x10', '\x05', '\x16', '\x03', '\x04\x03', '\x00', '\x06', '\x02', '\x12', '\x05', '\x04', '\x11', '\x10', '\x17', '\x18', '\x06\x16', '\x11', '\x12', '\x1b', '\x06\x02', '\x10\x06', '\x03', '\x10', '\x06', '\x00', '\x02', '\x16', '\x17', '\x05', '\x08']",sm-556,517
2338,"['\x05', '\x06', '\x11', '\x1a', '\x13', '\x19\x02', '\x18', '\x19\x06\x16', '\x00', '\x02', '\x04', '\x12', '\x03', '\x0f', '\x0f', '\x12', '\x10', '\x02', '\x16', '\x06\x05', '\x11', '\x1b', '\x17', '\x05', '\x00', '\x04', '\x1a', '\x06', '\x04', '\x11', '\x18', '\x06', '\x02', '\x13', '\x00', '\x05', '\x1a', '\x12', '\x0f', '\x19', '\x03', '\x16', '\x00', '\x19', '\x06', '\x11', '\x1b', '\x04', '\x05', '\x17', '\x02', '\x1a', '\x0f', '\x12', '\x16', '\x03']",sm-557,512
2339,"['\x11', '\x16', '\x05', '\x08', '\x06', '\x03', '\x18', '\x14', '\x19', '\x10', '\x00', '\x0f', '\x12', '\x02', '\x19', '\x06', '\x10', '\x15', '\x05', '\x08', '\x12', '\x14', '\x12\x06', '\x03', '\x00', '\x11', '\x02', '\x0f', '\x12', '\x11', '\x0f', '\x03', '\x05', '\x17', '\x1a', '\x0e', '\x18', '\x00', '\x02', '\x06', '\x14', '\x08', '\x11', '\x18', '\x02', '\x14', '\x12', '\x05', '\x15', '\x17', '\x03', '\x00', '\x0f', '\x06', '\x08', '\x16']",sm-558,512
2340,"['\x11', '\x05\x03', '\x03', '\x08', '\x06', '\x05', '\x00', '\x02', '\x12', '\x04', '\x03\x02\x06', '\x1b', '\x16', '\x10', '\x02', '\x12', '\x03', '\x06', '\x05', '\x00', '\x08', '\x11', '\x03\x02\x06', '\x04', '\x16', '\x1b', '\x10', '\x05\x03', '\x03', '\x10', '\x00', '\x05', '\x16', '\x02', '\x03\x02\x06', '\x05\x03', '\x08', '\x12', '\x06', '\x04', '\x11', '\x1b', '\x08', '\x05', '\x11', '\x03', '\x12\x1b', '\x12', '\x00', '\x06', '\x02', '\x04', '\x03\x02\x06', '\x16', '\x05\x03', '\x1b']",sm-559,517
2341,"['е', 'последовательн', 'г', 'л', 'прямоугольник', 'всюд', 'п', 'д', 'так', 'вектор', 'пуст', 'услов', 'удовлетворя', 'функц', 'д', 'частичн', 'е', 'услов', 'так', 'пуст', 'п', 'л', 'г', 'последовательн', 'прямоугольник', 'вектор', 'функц', 'удовлетворя', 'г', 'прямоугольник', 'функц', 'последовательн', 'пуст', 'п', 'л', 'д', 'вектор', 'так', 'сумм', 'удовлетворя', 'услов', 'е', 'услов', 'сумм', 'д', 'г', 'прямоугольник', 'сходим', 'п', 'л', 'вектор', 'функц', 'последовательн', 'так', 'удовлетворя', 'е']",sm-56,517
2342,"['\x11', '\x1a', '\x05', '\x10', '\x03', '\x0f', '\x00', '\x04', '\x03\x00', '\x06', '\x12', '\x11\x11', '\x02', '\x03\x12', '\x03\x00', '\x00', '\x11', '\x1b', '\x03\x12', '\x05', '\x06', '\x10', '\x03', '\x04', '\x11\x11', '\x1a', '\x02', '\x12', '\x11', '\x04', '\x0f', '\x17', '\x05', '\x11\x11', '\x02', '\x03', '\x00', '\x06', '\x03\x00', '\x10', '\x1a', '\x12', '\x1b', '\x06', '\x11\x11', '\x03', '\x00', '\x03\x00', '\x17', '\x11', '\x04', '\x10', '\x05', '\x02', '\x1a', '\x12']",sm-560,517
2343,"['\x00', '\x16', '\x17', '\x08', '\x11', '\x10', '\x06', '\x12', '\x19', '\x13', '\x0f\x0f', '\x04', '\x18', '\x0f', '\x00', '\x12', '\x05', '\x02\x03\x04', '\x18', '\x04', '\x03', '\x0f', '\x17', '\x11', '\x08', '\x0e', '\x06', '\x19', '\x13', '\x0e', '\x00', '\x04', '\x0f\x0f', '\x18', '\x12', '\x19', '\x03', '\x05', '\x0f', 'ǳ', '\x17', '\x11', '\x17', '\x0f', '\x11', '\x10', '\x04', '\x0e', '\x00', '\x18', '\x06', '\x19', '\x18\x19', '\x05\x02\x04\x08\x00\x02', '\x0f\x0f', '\x03']",sm-561,517
2344,"['\x10', '\x11', '\x07\x06', '\x04', '\x06', '\x03\x11', '\x16', '\x03', '\x05', '\x0f\x02\x02\x03', '\x02\x11', '\x02', '\x11\x05', '\x17', '\x11', '\x06', '\x03', '\x19', '\x08', '\x04\x12', '\x07\x06', '\x1a', '\x07', '\x05', '\x02\x11', '\x18\x16\x02', '\x10', '\x06\x02', '\x17', '\x04', '\x12', '\x11\x05', '\x0f\x02\x02\x03', '\x19', '\x02\x11', '\x16\x17', '\x11', '\x06', '\x02', '\x10', '\x16', '\x03', '\x11\x05', '\x1a', '\x17', '\x06\x02', '\x05\x06', '\x04', '\x05', '\x11', '\x06', '\x02', '\x08', '\x04\x12', '\x02\x11', '\x07']",sm-562,517
2345,"['\x06', '\x12', '\x00', '\x18\x18', '\x17', '\x03', '\x08\x18', '\x02\x06', '\x10', '\x03\x06', '\x1b', '\x02', '\x0f', '\x08', '\x03', '\x10', '\x04', '\x02', '\x1b', '\x17', '\x05\x06', '\x00', '\x08', '\x05\x04', '\x05\x1a', '\x02\x06', '\x0f', '\x06', '\x00', '\x10', '\x05\x06', '\x02\x06', '\x08\x18', '\x08\x08', '\x05\x04', '\x18\x18', '\x05\x18', '\x1a\x08', '\x02', '\x08', '\x11', '\x0f', '\x11', '\x18', '\x06', '\x02', '\x08\x04', '\x0f\x10', '\x0f', '\x04', '\x05\x04', '\x08', '\x10', '\x00', '\x03', '\x18\x18']",sm-563,517
2346,"['\x08\x10', '\x02\x03\x04\x04', '\x03', '\x11', '\x10', '\x0f', '\x06', '\x08', '\x16', '\x1a', '\x05', '\x04\x02', '\x17', '\x04', '\x0f', '\x03', '\x08', '\x11', '\x16', '\x04\x02', '\x10', '\x03\x00', '\x17', '\x06', '\x1a', '\x05', '\x04', '\x02\x03\x04\x04', '\x06', '\x08', '\x04\x02', '\x12', '\x05', '\x17', '\x08\x10', '\x11', '\x10', '\x0f', '\x03', '\x1a', '\x16', '\x04', '\x11', '\x0f', '\x06', '\x03', '\x05', '\x04\x02\x12\x06', '\x10', '\x08', '\x16', '\x1a', '\x04\x02', '\x04', '\x02\x03\x04\x04', '\x17']",sm-564,512
2347,"['\x03', '\x04', '\x02', '\x17', '\x02\x10', '\x06\x03', '\x00\x02', '\x05', '\x0f', '\x06', '\x05\x06\x08\x05', '\x18', '\x05\x19\x1a', '\x07', '\x00', '\x06', '\x05\x19\x1a', '\x02\x10', '\x17', '\x03\x0f', '\x18', '\x12\x03\x0f', '\x16', '\x1b', '\x10', '\x02', '\x04', '\x06\x10', '\x12', '\x00', '\x11', '\x1b', '\x06\x03', '\x03', '\x0f', '\x12\x02\x03', '\x05\x06\x08\x05', '\x05', '\x16', '\x06', '\x04', '\x02\x10', '\x06', '\x05', '\x12', '\x00', '\x03', '\x11', '\x02', '\x05\x19\x1a', '\x00\x02', '\x16', '\x02\x10', '\x04', '\x0f', '\x18']",sm-565,512
2348,"['\x06', '\x05', '\x00', '\x03', '\x02\x03', '\x08', '\x00\x02', '\x02', '\x02\x17', '\x05\x08', '\x11', '\x10', '\x12', '\x16', '\x11', '\x12', '\x00', '\x08', '\x02', '\x05\x08', '\x10', '\x04', '\x02\x03', '\x03', '\x16', '\x05', '\x18', '\x00\x02', '\x16', '\x11', '\x04\x05', '\x1a', '\x02', '\x03', '\x12', '\x08', '\x1b', '\x05', '\x1b\x10', '\x00', '\x10', '\x04', '\x11', '\x16', '\x10', '\x18', '\x02\x17', '\x02\x03', '\x00\x02', '\x02\x00\x08\x03', '\x05\x08', '\x11\x12', '\x02', '\x00', '\x12', '\x08']",sm-566,517
2349,"['\x03', '\x10', '\x00\x05', '\x06', '\x12', '\x11', '\x05', '\x02', '\x04', '\x00', '\x08', '\x02\x03', '\x02\x05', '\x0f', '\x00', '\x11', '\x03\x04', '\x02\x05', '\x05', '\x10', '\x08\x04', '\x02', '\x03', '\x04', '\x12', '\x06', '\x02\x03', '\x08', '\x12', '\x1b', '\x03\x04', '\x03', '\x02\x03', '\x00\x05', '\x11', '\x05', '\x02', '\x04', '\x06', '\x08', '\x00', '\x10', '\x05', '\x02\x03', '\x1a', '\x11', '\x04', '\x02', '\x03', '\x12', '\x06', '\x00', '\x10', '\x08', '\x02\x05', '\x1b']",sm-567,517
2350,"['\x02\x10', '\x00', '\x03\x06', '\x02', '\x06', '\x08', '\x19', '\x11\x05\x04', '\x03', '\x11', '\x05', '\x18', '\x02\x05', '\x17', '\x06', '\x12', '\x08', '\x02', '\x17', '\x19', '\x16', '\x03', '\x00', '\x11', '\x05', '\x02\x05', '\x04', '\x18', '\x04', '\x08', '\x18', '\x02', '\x06', '\x00', '\x02\x03', '\x03', '\x11', '\x05', '\x02\x05', '\x17', '\x12', '\x02\x10', '\x03', '\x10', '\x03\x04', '\x08', '\x02', '\x02\x05', '\x05', '\x18', '\x02\x10', '\x11\x05\x04', '\x02\x03', '\x06', '\x11', '\x00']",sm-568,513.6
2351,"['\x05', '\x03', '\x16', '\x1b', '\x03\x12', '\x18', '\x13', '\x0e', '\x1a', '\x08\x10\x11\x04', '\x04', '\x17', '\x11\x06\x16', '\x06', '\x00', '\x02', '\x0f', '\x11', '\x04', '\x0e', '\x11\x06\x16', '\x07', '\x02\x08', '\x1a', '\x16', '\x06', '\x1b', '\x03\x04', '\x08', '\x12', '\x04', '\x1b', '\x00\x04', '\x06\x07', '\x06', '\x07', '\x0e', '\x05', '\x0f', '\x02', '\x08\x10\x11\x04', '\x08\x02', '\x0f', '\x1b', '\x17\x08', '\x1a', '\x03', '\x08', '\x02', '\x03\x04', '\x07', '\x18', '\x11\x06\x16', '\x03\x06', '\x04', '\x05']",sm-569,512
2352,"['вид', 'л', 'п', 'полос', 'теорем', 'функц', 'нул', 'хк', 'цел', 'е', 'услов', 'р', 'т', 'функц', 'цел', 'полос', 'хк', 'л', 'нул', 'е', 'п', 'р', 'услов', 'вид', 'т', 'теорем', 'р', 'вид', 'хк', 'функц', 'нул', 'е', 'п', 'цел', 'л', 'полос', 'теорем', 'т', 'услов', 'функц', 'нул', 'услов', 'цел', 'п', 'полос', 'хк', 'е', 'р', 'теорем', 'л', 'вид', 'т']",sm-57,517
2353,"['\x05', '\x11', '\x10\x05', '\x02\x10', '\x03', '\x17', '\x18', '\x19', '\x06', '\x12', '\x06\x05', '\x02', '\x04', '\x02\x06', '\x04', '\x03', '\x17', '\x19', '\x10\x05', '\x12', '\x02', '\x02\x06', '\x08', '\x06', '\x11', '\x05', '\x18', '\x10', '\x18', '\x06', '\x05', '\x11', '\x17', '\x04', '\x04\x05', '\x03', '\x02', '\x02\x06', '\x10', '\x19', '\x10\x05', '\x08', '\x12', '\x05', '\x06', '\x05\x08', '\x03', '\x17', '\x02\x06', '\x10\x05', '\x00', '\x06\x05', '\x11', '\x02', '\x18', '\x04']",sm-570,517
2354,"['\x12', '\x16', '\x03', '\x02', '\x1a', '\x08', '\x0f', '\x16\x12\x02', '\x11\x11', '\x05\x04', '\x05\x03\x04', '\x0f\x05', '\x04', '\x1b', '\x03', '\x04', '\x00', '\x00\x02', '\x12\x12\x02', '\x11\x11', '\x02\x02\x04', '\x05\x04', '\x03\x04', '\x03\x06', '\x1b', '\x05\x03\x04', '\x11', '\x16', '\x02', '\x19\x04', '\x03\x06', '\x08', '\x03\x04\x05', '\x03', '\x12\x12\x02', '\x02\x02\x04', '\x12', '\x12\x05', '\x02\x17', '\x18', '\x16\x12\x02', '\x03\x04\x02', '\x04', '\x06', '\x03\x04\x05', '\x12', '\x02\x04', '\x17', '\x05\x03\x04', '\x16', '\x02\x17', '\x0f', '\x11', '\x03\x04\x02', '\x0f\x02', '\x19\x04']",sm-571,514
2355,"['\x19', '\x08', '\x08\x0f', '\x17\x12\x11\x10', '\x11', '\x10', '\x00', '\x12', '\x1b', '\x17\x12\x11\x10\x10', '\x18\x0f', '\x0f', '\x02', '\x03', '\x04', '\x0f\x0f', '\x05', '\x06', '\x10', '\x11', '\x12', '\x17', '\x0f', '\x17\x12\x11\x10', '\x18\x0f', '\x02', '\x03', '\x00', '\x1b', '\x00', '\x03', '\x08', '\x17\x12\x11\x10\x10', '\x05', '\x19', '\x12', '\x18', '\x18\x0f', 'æ', '\x0f', '\x11', '\x02', '\x12', '\x03', '\x18', '\x10', '\x11', '\x17\x12\x11\x10\x10', '\x18\x0f', '\x0f', '\x02', '\x00', '\x19', '\x08', '\x06', '\x04']",sm-572,517
2356,"['\x16', '\x03\x18\x06\x05', '\x02', 'æ', '\x12', '\x04\x19\x11', '\x0f', '\x00', '\x1b', '\x02\x16', '\x03\x11\x19\x11\x10\x03\x04\x08\x06', '\x04', '\x11', '\x08', '\x18', '\x0f', '\x03\x11\x19\x11\x10\x03', '\x18\x16\x08\x08', '\x05', '\x04', '\x19\x11', '\x02', '\x06', '\x03', 'æ', '\x11\x11', '\x08', '\x11', '\x11', '\x08', '\x02', '\x03\x11\x19\x11\x10\x03', '\x10', '\x02\x16', '\x03\x11\x19\x11\x10\x03\x04\x08\x06', '\x06', '\x16', '\x11\x11', '\x04', '\x0f', '\x00', 'æ', '\x11', '\x03\x18\x06\x05', '\x00', '\x08', '\x06', '\x19\x11', 'æ', '\x18', '\x04', '\x11\x11', '\x18\x16\x08\x08', '\x05', '\x02', '\x0f']",sm-573,519.7
2357,"['\x10', '\x03', '\x08', '\x18', '\x16', '\x19', '\x06', '\x02', '\x17', '\x05\x08', '\x10\x11', '\x14', '\x0e', '\x11', '\x08', '\x07', '\x10', '\x1a', '\x17', '\x05', '\x1b\x08', '\x03\x06', '\x1b', '\x10\x11', '\x04', '\x03\x04', '\x11', '\x03', '\x04', '\x19\x04', '\x0f', '\x05', '\x07', '\x05\x08', '\x1b', '\x10', '\x19', '\x12', '\x03\x04', '\x16', '\x10\x11', '\x1b\x08', '\x11', '\x14', '\x00', '\x16', '\x17', '\x1b\x08', '\x07', '\x05\x08', '\x05', '\x0f', '\x12\x08', '\x10', '\x03', '\x08']",sm-574,517
2358,"['\x06', '\x02\x1b', '\x05', '\x10\x06', '\x02', '\x08\x18', '\x08\x08', '\x10\x08', '\x03', '\x08', '\x19', '\x00', '\x04', '\x11', '\x08', '\x04', '\x19', '\x11', '\x08\x08', '\x05', '\x06', '\x03\x02', '\x03', '\x02', '\x00', '\x0f', '\x12', '\x10', '\x03', '\x02', '\x05', '\x04', '\x0f', '\x10\x12', '\x11', '\x08', '\x06', '\x19', '\x00', '\x12', '\x02\x1b', '\x10', '\x03', '\x05', '\x0f', '\x10\x08\x18', '\x10\x08\x02', '\x11', '\x08', '\x06', '\x19', '\x00', '\x02', '\x04', '\x12', '\x10']",sm-575,514
2359,"['\x03', '\x08', '\x1a\x06\x02', '\x1a', '\x19\x02', '\x19', '\x1b', '\x04', '\x02', '\x11', '\x06', '\x07', '\x18', '\x05', '\x10', '\x1a', '\x0f', '\x02', '\x07', '\x03', '\x05', '\x06\x12\x06\x16\x18', '\x11', '\x19', '\x08', '\x06', '\x18', '\x17', '\x06', '\x19', '\x17', '\x02', '\x18', '\x08', '\x0f', '\x05\x06', '\x11', '\x1a\x06\x02', '\x18\x18\x02\x05\x08', '\x03', '\x1a', '\x07', '\x05', '\x06', '\x1b', '\x12', '\x07', '\x19\x02', '\x18', '\x1a\x06\x02', '\x08', '\x02', '\x11', '\x1a', '\x03', '\x19']",sm-576,517
2360,"['\x16', '\x04', '\x0f', '\x04\x16', '\x03', '\x08', '\x02', '\x18\x16', '\x0f\x16\x10\x06', '\x06', '\x10', '\x12', '\x02\x03\x04\x10\x04', '\x00', '\x12', '\x08', '\x19\x04', '\x16', '\x02', '\x14', '\x03', '\x05', '\x0f', '\x18', '\x18\x17', '\x02\x03\x04\x10\x04', '\x04', '\x06', '\x04', '\x10', '\x0f', '\x04\x10', '\x0e', '\x18\x17', '\x19', '\x08', '\x06\x03\x16', '\x16', '\x04\x16', '\x0f\x16\x10\x06', '\x18', '\x12', '\x16', '\x04', '\x07', '\x18\x16', '\x04\x16', '\x14', '\x02', '\x00', '\x19\x04', '\x04\x10', '\x04\x19\x10\x0f', '\x03', '\x06', '\x0f']",sm-577,513.944
2361,"['\x05', '\x05\x12', '\x08\x05\x03\x06', '\x12', '\x0e', '\x06', '\x1b\x1b', '\x08\x05\x04', '\x04', '\x17', '\x03\x12', '\x0f\x08', '\x0f', '\x08', '\x11\x0f', '\x05', '\x1b\x1b', '\x08\x05', '\x17', '\x08\x04', '\x0f', '\x08', '\x04', '\x06', '\x00', '\x1b', '\x03', '\x18', '\x04', '\x08', '\x08\x05\x04', '\x11\x04', '\x03\x0f', '\x0f\x08', '\x11\x0f', '\x11', '\x03', '\x03\x12', '\x08\x08', '\x08\x05', '\x0f', '\x00', '\x08', '\x02', '\x19', '\x0f', '\x06', '\x04', '\x11\x0f', '\x08\x05\x03\x06', '\x0e', '\x00', '\x18', '\x05', '\x1b', '\x11']",sm-578,519.53
2362,"['\x06', '\x00', '\x11', '\x12', '\x02', '\x04', '\x10', '\x1a', '\x03', '\x05', '\x08', '\x0f\x06', '\x02\x03\x03\x03', '\x1b\x08', '\x03', '\x00', '\x04', '\x1a', '\x11', '\x02\x03\x03\x03', '\x06', '\x02', '\x05', '\x12', '\x08', '\x0f\x06', '\x10', '\x02\x00', '\x05', '\x02\x03\x03\x03', '\x0f\x06', '\x11', '\x00', '\x06', '\x04', '\x03', '\x02', '\x12', '\x1a', '\x08', '\x10', '\x02\x00', '\x03', '\x08', '\x0f\x06', '\x06', '\x1a', '\x02\x00', '\x11', '\x04', '\x00', '\x02', '\x05', '\x12', '\x10', '\x02\x03\x03\x03']",sm-579,517
2363,"['х', 'е', 'так', 'существ', 'решен', 'оценк', 'уравнен', 'задач', 'услов', 'функц', 'г', 'п', 'носител', 'люб', 'услов', 'уравнен', 'пуст', 'оценк', 'е', 'х', 'так', 'решен', 'функц', 'задач', 'г', 'доказа', 'носител', 'люб', 'п', 'задач', 'оценк', 'решен', 'г', 'уравнен', 'доказа', 'существ', 'х', 'е', 'услов', 'функц', 'так', 'носител', 'точн', 'х', 'так', 'е', 'п', 'локальн', 'люб', 'о', 'решен', 'оценк', 'уравнен', 'задач', 'функц', 'услов']",sm-58,517
2364,"['\x05', '\x0f', '\x17', '\x0f\x06', '\x11', '\x02\x06', '\x1a', '\x02', '\x04\x05', '\x02\x06\x07', '\x00', '\x02\x03', '\x11\x06', '\x03\x16', '\x05', '\x06', '\x02', '\x08', '\x17', '\x06\x05', '\x11', '\x1a', '\x06\x11', '\x02\x06', '\x03', '\x19', '\x11\x06\x05', '\x19\x02\x16\x12', '\x04', '\x02', '\x06', '\x11\x06', '\x02\x03', '\x03', '\x19', '\x06\x05', '\x0f', '\x11', '\x06\x11', '\x16', '\x17', '\x05', '\x00', '\x1b', '\x06\x11', '\x08', '\x03', '\x17', '\x11\x06\x05', '\x02\x03', '\x05', '\x0f', '\x0f\x06', '\x04\x05\x0f\x06', '\x06', '\x02']",sm-580,517
2365,"['\x06', '\x04', '\x18', '\x03\x11', '\x10\x04', '\x1a', '\x00\x02\x03', '\x19', '\x10', '\x05', '\x00', '\x17', '\x03', '\x08', '\x0f', '\x05', '\x08', '\x14', '\x12', '\x1a', '\x03', '\x16', '\x02', '\x06', '\x10\x04', '\x1b', '\x10', '\x04', '\x18', '\x17', '\x04', '\x10\x04', '\x06', '\x03', '\x11', '\x16', '\x00', '\x10', '\x04\x05', '\x08', '\x14', '\x02', '\x10', '\x03', '\x11', '\x04', '\x00', '\x17', '\x0f', '\x08\x04', '\x18', '\x02', '\x03\x11', '\x1a', '\x19', '\x06']",sm-581,517
2366,"['\x00', '\x1a', '\x11\x12', '\x04', '\x06\x16\x17\x03\x05', '\x06\x17', '\x04\x05', '\x0f', '\x06', '\x11', '\x02', '\x03', '\x05', '\x07', '\x02', '\x04', '\x12', '\x07', '\x08', '\x11\x12', '\x06\x17', '\x06\x16\x17\x03\x05', '\x11', '\x06', '\x05', '\x1a', '\x03', '\x00', '\x03\x05', '\x06\x16\x17\x03\x05', '\x05', '\x03', '\x12', '\x17\x1b\x02', '\x02\x03', '\x06', '\x11', '\x02', '\x04', '\x1a', '\x00', '\x07', '\x06\x17', '\x17\x1b\x02', '\x04', '\x11\x12', '\x06', '\x00', '\x18', '\x11', '\x12', '\x02', '\x03\x05', '\x0f', '\x03', '\x1a']",sm-582,517
2367,"['\x11', '\x04', '\x08\x0f', '\x06', '\x00', '\x03\x04', '\x18\x05', '\x19', '\x03', '\x08', '\x05', '\x12', '\x10', '\x0f', '\x12', '\x11', '\x04', '\x1b\x18', '\x05\x06', '\x08', '\x0f', '\x03', '\x18\x05', '\x06', '\x05', '\x10', '\x16', '\x00', '\x04', '\x05', '\x03', '\x16', '\x02', '\x19', '\x18\x03', '\x00', '\x11', '\x06', '\x08', '\x12', '\x0f', '\x10', '\x03', '\x12', '\x06', '\x11', '\x19', '\x08', '\x0f', '\x00', '\x18\x03', '\x03\x05', '\x05', '\x04', '\x10', '\x05\x06']",sm-583,517
2368,"['\x03', '\x17', '\x05\x08', '\x04\x0f\x11\x08\x02\x08\x05\x06', '\x06', '\x02\x04\x0f\x10\x08\x03', '\x03\x02', '\x04', '\x00', '\x03\x04', '\x11', '\x06\x04\x08\x03', '\x19', '\x02', '\x00', '\x03', '\x03\x05', '\x1b', '\x03\x10', '\x05\x08', '\x11\x05\x04\x02\x11', '\x05\x04\x02\x08', '\x04\x0f\x11\x08\x02\x08\x05\x06', '\x11\x02', '\x03\x12', '\x02', '\x17', '\x0f', '\x06', '\x04\x02\x02\x08\x05\x06', '\x02', '\x03\x12', '\x03\x05', '\x06\x04\x08\x03', '\x17', '\x0f', '\x11', '\x18', '\x05', '\x00', '\x05\x04\x02\x08', '\x11\x02', '\x03', '\x06', '\x0f', '\x04', '\x02', '\x05\x08', '\x04\x0f\x11\x08\x02\x08\x05\x06', '\x00', '\x1b', '\x03\x02', '\x05\x1b\x02\x04\x05\x08', '\x06\x04\x08\x03', '\x03\x12', '\x17']",sm-584,517
2369,"['\x00', '\x03', '\x02', '\x12\x02', '\x12', '\x11\x19', '\x19', '\x10', '\x0f', '\x17\x19\x12', '\x07', '\x04', '\x00\x05\x02', '\x06', '\x19', '\x0f\x04', '\x03\x08', '\x11\x12', '\x16', '\x00', '\x19\x12', '\x17\x19', '\x10', '\x11', '\x03\x04', '\x03', '\x02', '\x04', '\x02', '\x0f', '\x10', '\x12', '\x00\x05\x02', '\x19', '\x19\x12', '\x12\x02', '\x03', '\x04', '\x15', '\x03\x04', '\x1b', '\x16', '\x04', '\x1b', '\x19', '\x03', '\x11\x19', '\x12', '\x19\x12', '\x03\x04', '\x11\x08', '\x12\x02', '\x17\x19', '\x07', '\x00', '\x02']",sm-585,512
2370,"['\x02', '\x03\x04', '\x04', '\x03', '\x08', '\x16', '\x12', '\x18', '\x0f\x0f', '\x11', '\x1b', '\x06', '\x00', '\x05', '\x10', '\x1b', '\x03\x04', '\x1a', '\x03', '\x04', '\x02', '\x06', '\x0e', '\x0f\x0f', '\x11', '\x18', '\x0f', '\x02\x03\x11', '\x0f\x0f', '\x02\x03', '\x11', '\x02', '\x02\x03\x11', '\x18', '\x10', '\x1a', '\x03', '\x04', '\x05', '\x03\x04', '\x1b', '\x06', '\x03', '\x0f\x0f', '\x04', '\x06', '\x00', '\x12', '\x1b\x02\x1b\x11', '\x02\x03\x11', '\x11', '\x05', '\x02', '\x03\x04', '\x1b', '\x16']",sm-586,517
2371,"['\x02', '\x11', '\x04', '\x11\x17', '\x1a', '\x08\x04\x18\x06\x08\x02\x03', '\x03', '\x02\x03', '\x06', '\x11\x11', '\x07', '\x00', '\x16', '\x08', '\x02', '\x06', '\x16', '\x08', '\x17', '\x07', '\x11\x17', '\x08\x04\x18\x06\x08\x02\x03', '\x04', '\x02\x03', '\x11\x11', '\x11', '\x03', '\x00', '\x04', '\x03', '\x11\x17', '\x00', '\x05', '\x18', '\x11\x06', '\x02\x06', '\x02\x03', '\x11', '\x02', '\x06', '\x16', '\x08', '\x03', '\x00', '\x17', '\x11\x12', '\x02', '\x08', '\x1a', '\x10', '\x18', '\x06', '\x05', '\x06\x1b', '\x11', '\x11\x17']",sm-587,512
2372,"['\x0f\x16', '\x05', '\x0f', '\x06', '\x18', '\x11', '\x00', '\x04', '\x08', '\x12', '\x10', '\x02', '\x03\x0f', '\x16', '\x06', '\x03', '\x0f', '\x12', '\x16', '\x18', '\x08', '\x04', '\x11', '\x05', '\x00', '\x10', '\x02', '\x03\x0f', '\x10', '\x00', '\x04', '\x05', '\x16', '\x12', '\x06', '\x0f\x16', '\x0f', '\x11', '\x08', '\x02', '\x18', '\x04\x04', '\x04', '\x0f\x05', '\x02', '\x0f', '\x06', '\x16', '\x05', '\x11', '\x08', '\x12', '\x00', '\x10', '\x18', '\x03']",sm-588,511
2373,"['\x04', '\x02', '\x03\x03', '\x05', '\x10', '\x00', '\x02\x03', '\x12', '\x0f', '\x02\x00', '\x06', '\x08', '\x03', '\x11', '\x08', '\x02', '\x0f', '\x02\x03', '\x17', '\x02\x00', '\x06', '\x16', '\x00', '\x03', '\x12', '\x04', '\x11', '\x05', '\x11', '\x10', '\x04', '\x05', '\x0f', '\x17', '\x12', 'æ', '\x1a', '\x06', '\x08', '\x02', '\x00', '\x03', '\x06', '\x08', 'æ', '\x05', '\x02', '\x18', '\x12', '\x10', '\x00', '\x03', '\x04', '\x11', '\x17', '\x1b']",sm-589,517
2374,"['множеств', 'седл', 'особен', 'геодезическ', 'точк', 'поверхн', 'люб', 'сло', 'поток', 'топологическ', 'игл', 'слоен', 'ориентируем', 'асимптотическ', 'явля', 'х', 'имеет', 'групп', 'накрыва', 'гринес', 'отмечен', 'т', 'зада', 'особен', 'вид', 'замкнут', 'асимптотическ', 'род', 'м', 'замкнут', 'точек', 'е', 'имеет', 'пуст', 'абсолют', 'слоен', 'метрик', 'род', 'множеств', 'асимптотическ', 'сфер', 'игл', 'слоен', 'е', 'накрыт', 'сил', 'точк', 'универсальн', 'крив', 'метрик', '»', 'индекс', 'конечн', 'жужом', 'накрыва', 'ориентируем']",sm-59,517
2375,"['\x04', '\x19\x05', '\x05', '\x03', '\x19', '\x00', '\x02', '\x06', '\x11', '\x12', '\x10', '\x1a', '\x0f', '\x08', '\x11', '\x04', '\x05\x02', '\x02', '\x03', '\x06', '\x05', '\x00', '\x12', '\x10', '\x0f', '\x1a', '\x19', '\x08', '\x00', '\x06', '\x05', '\x1a', '\x11', '\x0f', '\x12', '\x03', '\x02', '\x04', '\x10', '\x19', '\x08', '\x05\x06', '\x04', '\x06', '\x11', '\x02', '\x08', '\x19', '\x05\x02', '\x03', '\x05', '\x00', '\x12', '\x0f', '\x10', '\x1a']",sm-590,517
