,udc,keywords
1718,517,"['\x08\x1a\x10\x05\x06', '\x12', '\x02', '\x10', '\x06', '\x03\x04', '\x05\x06', '\x1b\x05\x02', '\x07', '\x12\x11', '\x10\x05\x04', '\x05\x0f\x10', 'пользовательск', '\x10\x1a\x10', '\x16', '\x08\x0f', '\x08\x18', '\x10\x1a\x1a\x02\x10', '\x08', '\x16\x02', '\x1b', '\x03\x08', '\x08\x02', 'математическ', '\x04\x18\x10', '\x19', '\x05\x06\x08\x06', '\x18\x08', '\x00', '\x12', '\x17', '\x08\x1a\x10\x05\x06', '\x16\x02', '\x02\x1b', '\x10\x02', '\x18\x03', '\x04', 'соглашен', '\x0f\x03\x08', '\x00\x02\x03\x04', '\x06', 'июн', '\x12', '\x18', '\x1b', '\x00', '\x05', '\x1b\x05\x02', '\x0f\x02', '\x08', '\x1b\x02', '\x1b\x05', '\x1b\x10', '\x16\x08', '\x10\x04', '\x0f\x02\x18']"
1719,519.48,"['функц', 'равномерн', 'люб', 'образ', 'алгебр', 'называ', 'хп', 'отрицан', 'определя', 'так', 'систем', 'эт', 'локальн', 'перем', 'формул', 'назов', 'элемент', 'универсальн', 'конъюнкц', 'услов', 'определен', 'конеч', 'доказа', 'категор', 'так', 'порожден', 'зующ', 'ограничен', 'пример', 'подалгебр', 'тождеств', 'невыполним', 'объект', 'сигнатурн', 'пользовательск', 'замен', 'тип', 'ше', 'сост', 'настоя', 'рациональн', 'перемен', 'условн', 'сигнатур', 'универсальн', 'случа', 'ци', 'работ', 'обр', '„', 'терм', 'явля', 'знач', 'ся', 'ложн', 'найдет']"
1720,513.88,"['пуст', 'компакт', 'м', 'точек', 'нужн', 'свойств', 'ех', 'топологическ', 'г', 'открыт', 'ф', 'вспомогательн', 'неравенств', 'ряд', 'некотор', 'существ', 'теорем', 'доказа', 'произвольн', 'аналогичн', 'результат', 'п', 'плотн', 'облада', 'полож', 'определен', 'множеств', 'вложен', 'выпукл', 'поскольк', 'р', 'непрерывн', 'свойств', 'рассматрива', 'точек', 'ех', 'рх', 'м', 'х', 'границ', 'бражен', 'ук', 'откуд', 'р', 'жп', 'непрерывн', 'цел', 'кантор', 'загрузк', 'жит', 'прич', 'замыкан', 'симплекс', 'котор', 'дают', 'строг']"
1721,512,"['\x02', '\x06\x05', '\x00', '\x17', '\x04\x05', '\x05', '\x0e', '\x17\x10', '\x04', '\x10\x03', '\x02\x06', '\x0f\x08', 'пользовательск', '\x03\x1a\x05', '\x1b', '\x16\x02\x06\x17', '\x06\x06', '\x03', '\x00', '\x00\x02\x03\x04\x05\x04\x06\x04\x08\x04', '\x16', '\x0f', '\x15', '\x11', '\x0f\x02\x06', '\x19', 'общероссийск', '\x02\x06\x17', '\x00', '\x10', '\x04', '\x03\x05', '\x15', '\x02\x06\x04\x05', '\x06\x16', '\x0f', '\x16\x05', '\x06\x04\x05', '\x02\x1a', '\x11', '\x06\x03', '\x19', '\x16', '\x06', '\x05', '\x04\x06', '\x02\x03', '\x19', '\x07', '\x17', '\x10', '\x1a\x03\x1a', '\x16\x03', '\x03\x02\x02\x06', '\x19\x17', '\x02\x03\x04\x05']"
1722,510,"['определен', 'чисел', 'некотор', 'пуст', '»', 'показа', 'яз', 'конструктивизац', 'кром', 'мо', 'произвольн', 'множеств', '±', 'натуральн', 'модел', 'формул', 'сигнатур', 'наследствен', 'пуст', 'чист', 'ек', 'остальн', 'построен', 'мно', 'начальн', 'р', 'произвольн', 'след', 'модел', 'х', 'предикат', 'функц', '°', 'лемм', 'л', 'сигнатур', 'назов', 'ствен', 'фж', 'п', '»«', 'цион', 'м', 'ех', 'надстроек', 'след', 'определ', 'буд', 'еопределим', 'означиван', 'отождествля', 'вид', 'выполним', 'зрен', 'соответствен', 'сиг']"
1723,510,"['ба', 'ς', 'бесконечн', 'регулярн', 'алгебр', 'доказательств', 'конечн', 'атом', 'образ', 'язык', 'предыдущ', '≥', 'операц', 'алфавит', 'язык', 'предложен', 'регулярн', 'некотор', 'перв', 'счетчик', 'цикл', '⊂', 'понят', 'ных', '–', 'минимальн', 'элемент', 'ς', 'числ', 'автомат', 'известн', 'слов', 'очевидн', 'равносильн', 'язык', 'апериодическ', 'класс', 'зыва', 'котор', 'конечн', 'цикл', 'случ', 'слов', 'фреш', 'след', 'а', 'характериз', 'напомн', 'пуст', 'характеризац', 'существ', 'ба', 'предложен', 'ς', 'конференц', 'случ']"
1724,512,"['определ', 'атом', 'нетрудн', 'класс', 'набор', 'тип', '↓', 'ден', 'вычислим', 'полож', '\uf8f4\uf8f4\uf8f4\uf8f4', 'финансов', 'характеристик', 'гебр', 'индекс', 'функц', 'работ', 'след', 'разрешим', 'называ', 'стандартн', 'алгебр', 'бесконечн', 'меньш', 'фонд', '\uf8f4\uf8f4\uf8f4\uf8f4', 'рав', 'имеет', 'алгебр', '\uf8f4\uf8f3', 'представлен', 'ал', 'сведен', 'оракул', 'ординал', 'объединен', 'вычислим', 'безатомн', 'имеет', 'функц', 'кром', 'рффи', 'некотор', 'числ', 'индекс', 'подмножеств', 'факторалгебр', 'алгеб', 'порядк', 'элемент', 'изоморфизм', 'так', 'вычислим', 'зап', 'ходим', 'дан']"
1725,514,"['кривизн', 'выбор', 'пуст', 'подалгебр', 'гауссов', 'определен', 'нулев', 'коммутацион', 'имеет', 'подпространств', 'скалярн', 'аз', 'вектор', 'измен', 'трехмерн', 'знач', 'лоренцев', 'знак', 'двумерн', 'теор', 'подгрупп', '–', 'отр', 'впада', 'бра', 'каса', 'дает', 'наук', 'доказа', 'итог', 'завис', 'выполн', 'кас', 'метрическ', 'н', 'будут', 'нетрудн', '±', 'ноябр', 'антн', 'пж', 'групп', 'трехмерн', 'базис', 'групп', 'а', 'н', 'котор', 'получа', 'ф', 'лоренц', 'теорем', 'явля', 'уравнен', 'произведен', 'унимодулярн']"
1726,517,"['услов', 'ап', 'полуплоск', 'узл', 'е', 'мер', '\ufeff', 'числ', 'достаточн', 'противореч', 'ьп', 'дивизор', 'сходим', 'присоединен', 'класс', 'полож', 'получ', 'получа', 'п', 'множеств', 'термин', 'обознач', 'о', 'узл', 'ном', 'ограничен', 'каноническ', 'определя', 'услов', 'ных', 'ос', 'редк', 'определен', 'прочита', 'нахожден', 'ясн', 'рассужден', 'рем', 'кь', 'веществ', 'аналогичн', 'формулир', 'интерполяц', 'п', 'задач', 'соответств', 'такж', 'чисел', 'выш', 'общероссийск', 'некотор', 'т', 'класс', 'полуплоск', '«п', 'утвержден']"
1727,514,"['странств', 'касательн', 'каратеодор', 'общ', 'вытека', 'базис', 'матриц', 'функц', 'аппроксимацион', 'громов', 'фиксирова', 'степен', 'порожд', 'символ', 'каратеодор', 'карн', 'пол', 'автор', 'известн', 'определен', 'аппроксимацион', 'обыкновен', 'частност', 'отображен', 'внутрен', 'функц', 'равномерн', 'конста', 'предложен', 'κ', 'квазиметрик', 'векторн', 'свойств', 'квазипр', 'расстоян', 'стандартн', 'уравнен', 'ломан', 'дифференциальн', 'параметр', 'отмет', 'е', 'см', 'завися', 'векторн', 'гладк', 'пуст', 'зависим', 'работ', 'каратеодор', 'называ', 'помощ', 'аналог', 'ствен', 'анизотропн', 'услов']"
1728,517,"['н', 'аргумент', 'нулев', 'июн', 'заметк', 'загрузк', 'совпада', 'определен', 'е', 'метод', 'порожда', 'п', 'степен', 'ветств', 'м', 'согласн', 'уравнен', 'добн', 'ставл', 'цесс', 'дан', 'результат', 'выбор', 'ам', 'периодическ', 'будут', 'дифференциал', 'метод', 'вид', 'произвольн', 'р', 'г', 'должн', 'явля', 'фя', '®', 'один', 'ф', 'какихлиб', 'е', 'вт', 'прич', 'интегрирован', 'систем', 'числ', 'дм', 'образу', 'след', 'друг', 'нен', 'примен', 'лг', 'щ', 'квазилинейн', 'форм', 'устанавлива']"
1729,517,"['получ', 'так', 'пространств', 'конечн', 'некотор', 'окрестн', 'х', 'люб', 'след', 'пуст', 'непродолжим', 'производн', 'существован', 'то', 'уравнен', 'точк', 'хо', 'согласн', 'вопрос', 'существован', 'прич', 'удовлетворя', 'доказательств', 'х', 'выполн', 'ноябр', 'обзор', 'мал', 'точек', 'х', 'функц', 'котор', 'лемм', 'ци', 'т', 'липшиц', 'ляпунов', 'отн', 'номер', '±', 'важн', 'промежуточн', 'существ', 'услов', 'уравнен', 'множеств', 'о', 'точк', 'ляпунов', 'использу', 'кажд', 'рассматрива', 'продолжим', 'говор', 'общ', 'лип']"
1730,517,"['функц', 'введен', 'пр', 'основн', 'стр', 'пространств', 'форм', 'содержа', 'надлежат', 'крайн', '\ufeff', 'ин', 'образ', 'мощ', 'получ', 'сист', 'единствен', 'обобщен', 'так', 'смысл', 'единичн', 'передач', 'функц', 'ядр', '°', 'трех', 'диагональн', 'схем', 'уравнен', 'класс', 'оператор', 'формул', 'обычн', 'входн', 'элемент', 'времен', 'нем', 'зависим', 'согласн', 'выбер', 'эквивалентн', '»', 'векторфункц', 'о', 'отображен', 'вид', 'систем', 'оператор', 'сй', 'наибольш', 'вполн', 'а', 'услов', 'решен', 'воздейств', 'общероссийск']"
1731,517,"['прич', 'центр', 'пв', 'номер', 'редакц', 'общероссийск', 'ах', 'ад', 'произвольн', 'вытека', 'государствен', 'р', 'функц', 'х', '»', 'п', 'завися', 'ленин', 'снача', 'услов', '„„', 'нача', 'преобразу', 'реша', 'тождеств', 'степен', 'утвержден', 'вид', 'дифференциальн', 'интегра', '»»', '–', 'уп', 'единиц', 'возможн', '«со', 'окрестн', 'некотор', 'единствен', 'особен', 'координат', 'ф', 'р', 'итак', '»', 'ке', 'точк', 'линейн', 'получа', 'тождеств', 'ехр', 'посредств', 'удовлетворя', 'март', 'групп', 'вестник']"
1732,519.2,"['ˆ', 'утвержден', 'локальн', 'принадлеж', 'разложен', 'супремум', 'случа', 'независим', 'грант', 'доказательств', 'ключев', 'имеет', '––', 'посвяща', 'плотност', 'больш', 'распределен', 'поддержк', 'случайн', 'длин', 'мер', 'рассматрива', 'ат', '≥', 'игра', 'услов', 'результат', 'свертк', 'распределен', 'некотор', 'оценк', 'ν', 'говор', 'имеет', 'одинаков', 'буд', 'мен', 'мер', 'автор', 'недостаточн', 'обознача', 'отмет', 'мер', 'допуска', 'хвост', 'случайн', 'блуждан', 'определя', 'эквивалентн', 'позволя', 'рывн', 'отмеча', 'естеств', 'максимум', 'заверша', 'порта']"
1733,513.81,"['е', 'теорем', 'базис', 'всюд', 'хе', 'облада', 'удовлетворя', 'естествен', 'вытека', 'лемм', 'систем', 'начина', 'тур', 'оста', 'непрерывн', 'решен', 'п', 'систем', 'числ', 'называ', 'люб', 'еп', 'ответствен', 'сигнатур', 'поскольк', 'векторн', 'окрестн', 'норм', 'кривизн', 'функц', 'пуст', 'доказательств', 'френ', 'свойств', 'натуральн', 'кажд', 'относительн', 'см', 'однак', 'мен', 'банахов', 'единствен', 'пут', 'систем', 'услов', 'пространств', 'х', 'лемм', 'точност', 'противореч', 'найдет', 'отличн', '»', 'мул', 'ся', 'верн']"
1734,510,"['è', 'ìû', 'íå', 'ñ', 'äëÿ', 'èçîìîð', 'èëè', 'åäåëåíèå', 'îï', 'íî', 'ïîýòîìó', 'àáîòà', 'ïóñòü', 'ýëåìåíòà', 'ñòðóêòóðû', 'ñ', 'áóäåò', 'íàä', 'ýëåìåíòàìè', 'ïîëåì', 'äàííîé', 'âî', 'ýëåìåíòà', 'êîòîðîãî', 'èç', 'ïîëåé', 'ìîæíî', 'äðóãîé', 'ïîëÿ', 'íà', 'ýòî', 'íûõ', 'прочита', 'èçâåñòíî', 'òåîðåìå', 'ñ', 'òî', 'èìååò', 'ïðîåêò', 'ïðè', 'параметр', 'êîòîðûõ', 'ïðèìèòèâíî', 'ïðè÷¼ì', 'ñëó÷àå', 'ê', 'ñóùåñòâóåò', 'í', 'íàä', 'íå', 'äëÿ', 'á', 'èìååò', 'ï', 'ïîëåé', '\ufeff']"
1735,519.1,"['\x11', '\x04\x11', '\x10\x02', '\x02', '\x00\x0f\x06', '\x06\x02\x05', '\x0f\x06', '\x06\x16', '\x02\x10\x04', '\x02\x04', '\x1b', '\x17\x16\x19', '\x10', '\x08\x1a', '\x03', '\x04', '\x00\x0f\x06', '\x02', '\x08\x03', '\x10', '\x11\x11', '\x16\x06', '\x00', '\x04\x19', 'е', '\x05\x06', '\x03\x00', '\x1b\x02', '\x11', '\x05\x11', '\x04\x02\x05\x06', '\x02\x05', '\x05\x11\x04', '\x03\x17\x08', '\x0f\x03\x1a', '\x11\x02', '\x03\x05\x06\x10', '\x04', 'æ', '\x03\x16', '\x12\x0f', '\x10\x02', '\x03', '\x11', '\x03\x05', '\x05', '\x03\x17', '\x17\x16', '\x1b', '\x0f\x03\x1a', '\x03\x02', '\x08', '\x02\x00', 'гласн', '\x10\x03\x11', '\x11\x04\x03']"
1736,517,"['магнитн', 'имеет', 'обознач', 'пот', 'плотност', 'вопрос', 'исследован', 'скачк', 'множеств', 'контактн', 'потенциал', 'значен', 'задач', 'единств', 'х', 'см', 'ге', 'обобщен', 'сло', 'потенциал', 'множеств', 'г', 'прич', 'сопряжен', 'формул', 'п', 'задач', 'постоя', 'задач', 'получ', 'мест', 'потенциа', 'сил', 'определя', 'т', 'устойчив', 'внутрен', 'га', 'образ', 'полага', 'плотн', 'широк', 'прост', 'обобщен', 'границ', 'произвольн', 'предполага', 'зан', 'рассматр', 'предельн', 'явля', 'эллиптическ', 'об', 'сумм', 'найт', 'докаж']"
1737,517,"['неравенств', 'интег', 'име', 'рассматрива', 'оценк', 'констант', 'замечан', 'см', 'легк', '\x0e', 'доказательств', 'решен', 'об', 'перенос', 'х', 'неравенств', 'ехр', 'функц', 'систем', 'вопрос', 'относительн', 'поскольк', 'эт', 'непрерывн', 'г', 'ф', 'параметр', 'услов', 'ехр', 'известн', 'ядр', 'связа', 'соответств', 'получа', 'частичн', 'основ', 'прочита', 'тат', 'прост', 'дифференциальн', 'отрезк', 'име', 'л', '»', 'ехр', 'уравнен', 'замечан', 'числ', '«л', 'ул', 'номер', 'мног', 'оценив', '€', 'ральн', 'р']"
1738,519.4,"['явля', 'пуст', 'называ', 'линейн', 'естествен', 'подгруп', 'лев', 'горбацевич', 'ясн', 'след', 'некотор', 'связн', 'обобщен', 'гладк', 'е', 'однородн', 'т', 'част', 'транзитивн', 'связн', 'плезиокомпактн', 'вид', 'котор', 'действ', 'ан', 'произведен', 'утвержден', 'весьм', 'орбиобраз', 'многообраз', 'групп', 'оператор', 'дискретн', 'предложен', 'единиц', 'класс', 'результат', 'доказа', 'частност', 'утвержден', 'связн', 'ал', 'групп', 'связн', 'дан', 'так', 'ультралинейн', 'сил', 'пространств', 'полож', 'но', 'содерж', 'ных', 'равномерн', 'котор', 'алгебраическ']"
1739,517,"['след', 'р', 'имеет', 'х', 'допуст', 'лежат', 'теор', 'сг', 'наибол', 'поэт', 'буд', 'вычислен', 'сущ', 'м', 'удовлетворя', 'рассмотр', 'полуплоск', 'зом', 'лс', 'ческ', 'соответствен', 'провод', 'гх', 'смеша', 'ре', 'соблюден', 'длин', 'тип', 'х', 'точк', 'функц', 'услов', 'котор', 'значен', 'должн', 'порта', 'определ', 'осн', 'отрезк', 'гу', 'ще', 'м', 'уравнен', 'непрерывн', 'получа', 'дал', 'так', 'эт', 'нул', '«', 'рассужден', 'ограничен', 'достига', 'переписа', 'утвер', 'люб']"
1740,517,"['перемен', 'сумм', 'основн', 'получ', 'параметр', 'определ', 'выражен', 'отлича', 'доказа', 'первоначальн', 'имеют', 'пуст', 'положительн', 'щи', 'х', 'котор', 'член', 'вид', 'хг', 'выража', 'порядк', 'г', 'функц', 'обыкн', 'целочислен', 'слага', 'го', 'рассмотр', 'уравнен', 'времен', 'ро', 'сист', 'метод', 'оценк', 'област', 'быстр', 'разлож', 'щ', 'иска', 'чисел', 'выполня', 'составля', 'перемен', 'буд', 'так', 'област', 'получа', 'част', 'случа', 'уравнен', 'март', 'си', 'выражен', 'неравенств', 'частн', 'у']"
1741,517,"['\x00', '\x05\x06', '\x08', '\x16', '\x05\x0f', '\x11', '\x02', '\x17\x08\x05', '\x02\x05', '\x03\x08\x02', '\x03\x02', '\x02\x02', '\x0e', '\x16\x19\x17', '\x04', '\x08', '\x00', '\x10', '\x02', '\x08\x05', '\x18', '\x17', '\x10\x11\x10', '\x05\x05', '\x04\x17', '\x1b\x02', 'подразумева', '\ufeff', '\x03', '\x10', '\x00\x02', '\x00', '\x12', '\x03\x02\x03\x04', '\x0f', '\x03\x08\x05', '\x05\x16', '\x03\x19', '\x03\x06\x06', '\x04', '\x02\x08\x02', '\x03\x08\x02', '\x02', '\x11', '\x05\x06', '\x16', '\x11\x05', '\x17\x05', '\x11\x12', '\x04\x05', '\x00\x02\x17', '\x16\x18', '\x04\x17', '\x08\x08', '\x08\x02\x06', '\x1b\x02']"
1742,517,"['га', 'вектор', 'разн', 'динамическ', 'доказательств', 'плос', 'замкнут', 'одномерн', 'близк', 'стягива', 'например', 'наход', 'соответствова', 'применен', 'л', 'услов', 'траектор', 'такж', 'гамильтонов', 'вид', 'дан', 'монотон', 'те', 'движен', 'равн', 'предельн', 'пересека', 'груб', 'систем', 'нул', 'функц', 'одн', 'федор', 'обознач', 'лг', 'выходя', 'о', 'кт', 'прич', 'ност', 'крив', 'рис', 'точк', 'многообраз', 'сепаратрис', 'имет', 'област', 'близк', 'проход', 'двух', 'седл', 'х', 'явля', 'назван', 'использу', 'люб']"
1743,512,"['свойств', 'е', 'разложен', 'услов', 'пуст', 'ма', 'содерж', 'фа', 'ство', 'вытека', 'нетрудн', 'последовательн', 'произвольн', 'пар', 'решетк', 'поскольк', 'ионссон', 'вложим', 'частичн', 'а', 'содерж', 'услов', 'ре', 'влечет', '€', 'аг', 'след', 'мож', 'решетк', 'подпорядк', 'предполож', 'е', 'нетривиальн', 'вполн', 'сле', 'говор', 'произвольн', 'удовлетворя', 'ф', 'свойств', 'порядок', 'построен', 'облада', 'ограничен', 'равносильн', 'очевидн', 'ионссон', 'л', 'докаж', 'подрешетк', 'называ', 'полн', 'счита', 'минимальн', 'существ', 'след']"
1744,517,"['\x0f', '\x02', '\x06\x10\x19', '\x05\x04', '\x03\x06', '\x10', '\x12\x11', '\x08\x03\x04', '\x13', 'ǳ', '\x04', 'гиперболическ', '⊂', '\x06\x05\x10', '\x11', '\x10\x08', '\x03', '\x04', '\x18\x06', '\x05', '\x12\x1b', '\x06\x06', '\x08', '\x12', '\x0f\x03\x06', '\x10\x0f', '\x0f\x06\x10', '\x12\x11', '\x03', '\x12', '\x08\x04\x04\x10\x08\x04', '\x0f', '\x16', '\x0f\x03\x06', '\x12\x11', '\x1b', '\x06\x03\x04\x05', '\x18\x08', '\x10\x08', '\x0f\x02', '\x03\x04\x05', '\x08\x04\x11', '\x11', '\x02', '\x06\x03\x04\x05', '\x1b', '\x18\x10\x02', '\x08\x16', '\x12\x1b', 'диффеоморфизм', '\x12\x03\x16', '\x08\x12\x08', '\x12\x12', '\x08\x05', '\x08\x0f\x11', 'сб']"
1745,512,"['теорем', 'числ', 'след', 'основн', 'услов', 'так', 'максимальн', 'нормализатор', 'лежат', 'держ', 'разрешим', 'следовательн', 'нильпотентн', 'т', 'действительн', 'инволюц', 'единствен', 'пар', 'элемент', 'доказа', 'след', 'числ', 'р', 'примен', 'знач', 'абелев', 'мальн', 'теор', 'подгрупп', 'конечн', 'доказательств', 'т', 'поэт', 'подгруп', 'пример', 'пуст', 'е', 'согласн', 'соответств', 'противореч', 'доказа', 'единствен', 'некотор', 'люб', 'ф', 'конечн', '€', 'пят', 'выбор', 'содержа', 'пересека', 'пуст', 'зенк', 'нормальн', 'прост', 'услов']"
1746,519.2,"['теорем', 'уклонен', 'зон', 'работ', 'поэт', 'цел', 'интегральн', 'пуст', 'κ', 'верн', 'какойнибуд', 'решен', 'крайн', 'слов', 'функц', 'уклонен', 'те', 'больш', 'все', 'помощ', 'соотношен', 'кратк', 'определ', 'котор', '≥', 'библиограф', 'игра', 'дальн', 'асимптотик', 'крамеровск', 'величин', 'больш', 'полн', 'буд', 'интегролокальн', 'медлен', 'стическ', 'поддержк', '√', 'код', 'понадоб', 'сво', 'эт', 'например', 'зон', 'вид', '≥', 'функц', 'след', 'асимптотик', 'ны', 'врем', 'такж', 'результат', 'см', 'крамер']"
1747,512,"['определен', 'подгрупп', 'след', 'вытека', 'кольц', 'пуст', 'φ', 'вершин', 'алгебр', 'чисел', 'откуд', 'рациональн', 'кратн', 'противореч', 'лемм', 'порожда', 'множеств', 'напомн', 'пол', 'биномиальн', '–', 'гомоморфизм', 'пуст', 'правил', 'двуступен', 'выполня', 'кольц', 'состо', 'групп', 'пуст', 'обознача', 'класс', 'рассмотр', 'мент', 'произвольн', 'буд', 'явля', 'автоморфизм', 'так', 'слов', 'числ', 'арифметическ', 'множеств', 'подмножеств', 'элемент', 'биномиальн', 'нильпотентн', 'пуст', 'эл', 'полн', 'соединя', 'отдельн', 'раздел', 'модул', 'частн', 'цо']"
1748,512,"['пуст', 'пол', 'соответств', 'предварительн', 'последн', 'ха', 'рассмотр', 'слов', 'тор', 'главн', 'явля', 'расширен', 'ви', 'сла', 'некотор', '±', 'абелев', 'групп', 'представля', 'ограничен', 'точн', 'яс', 'след', 'имеет', 'тж', 'полност', 'инверс', 'лемм', 'модул', 'расширен', 'явля', 'случа', 'элемент', 'полож', 'относительн', 'подгрупп', 'ф±', 'кром', 'потреб', 'сопряжен', 'р', 'сформулиру', 'групп', 'некотор', 'модул', 'определ', 'набор', '®', 'согласн', '»', 'бинарн', 'оценк', 'замкнут', 'п', 'хя', 'существ']"
1749,514,"['прост', 'нул', 'кажд', 'интервал', 'числ', 'предполож', 'легк', 'выполня', 'использован', 'сгп', 'име', 'довательн', 'опуска', 'эт', 'последовательн', 'множеств', 'ионин', 'х', 'существ', 'чисел', 'постро', 'друг', 'несчетн', 'континуум', 'тат', 'однознач', 'люб', 'противореч', 'континуум', 'замен', 'котор', 'доказа', 'говор', 'доказательств', 'обратн', 'заключ', 'прич', 'ум', 'позволя', 'вложен', 'гомеоморфизм', 'плоскост', 'след', 'равенств', 'конц', 'г', 'гт', 'биективн', 'пол', 'провер', 'гп', 'точк', 'сг', 'элементарн', 'ви', 'люб']"
1750,513.6,"['\x06', '\x03', '\x02\x11', '\x05', '\x03\x06', '\x11', '\x1b', '\x1a\x1b', '\x10', '\x11\x02', '\x07\x08', '\x0e', '\x06\x02\x06', '\x02\x1a', '\x05\x04', '\x02\x05\x04', '\x08', '⊂', '\x03\x06', '\x16', '\x1b', '\x02\x05', '\x02', '\x10\x04\x08', '\x03\x05\x11', '\x02\x06\x04', 'мат', 'пользовательск', '\x16', '\x1b', '\x11', '\x0f\x1b', '\x17', '\x02', '\x11\x05', '\x06\x08\x08', '\x12\x11', '\x0f\x05\x02', '\x04\x05', '\x05\x03\x06\x05', '\x03\x02\x06', '\x02\x19', '\x00', '\x12', '\x11', '\x05', '\x0f\x02', '\x02\x06', '\x03\x05', '\x02\x04\x08', '\x05\x1b', '⊂', '\x05\x10', '\x03\x1b', '\x1a\x1b', '\x02\x03\x04\x02']"
1751,517,"['ганкел', 'аналитическ', 'соответств', 'функц', 'след', 'неотрицательн', 'проектор', 'г', 'ап', 'ратор', 'пространств', 'леж', 'ганк', 'сг', 'оператор', 'вопрос', 'результат', 'зада', 'ограничен', 'жорданов', 'скорост', 'доказа', 'фи', 'обознач', 'применен', 'сингулярн', 'приближен', 'оценк', 'е', 'п', 'чисел', 'котор', 'адамянааровакрейн', 'услов', 'представим', 'сингулярн', 'существен', 'ортогональн', 'област', 'явля', 'фиксиру', 'следовательн', 'функц', 'существ', 'те', 'р', 'услов', 'ранг', 'продолжа', 'ло', 'сумм', 'метод', 'гра', 'рядк', 'комплексн', 'рассмотрен']"
1752,517,"['\x11', '\x00', '\x03\x04', '\x11\x02', '\x04\x05', '\x18', '\x0f\x0f\x17', '\x1a', '\x0e', '\x04\x12', '\x1a\x1b', '\x08', '\x19', '\x03\x05\x06\x06', '\x16', '\x1b', '\x05', '\x06\x12', '\x06', '\x10\x11', '\x04\x04', '\x14', '\x17\x16\x04', '\x03\x02', '\x00\x03', '\x05\x04', '\x11\x02\x11', '\x10\x10', '\x06', '\x08', '\x16', '\x1a', '\x18\x19', '\x18\x19\x1b', '\x19', '\x1b', '\x14', '\x04\x05', '\x05', '\x11\x10', '\x03', '\x0f\x0f', '\x10', '\x14', '\x04', '\x03\x04\x06\x04', '\x16\x17', '\x17', '\x02\x05', '\x17\x10', '\x00\x02\x03\x04\x05\x06', 'гласн', '\x1b\x12', '\x10\x11', '\x02\x04\x12', '\x10\x10']"
1753,517,"['след', 'котор', 'люб', 'е', 'замет', 'примет', 'постоя', 'голоморфн', 'четверт', 'и', 'содержат', 'могут', 'порядк', 'диф', 'функц', 'цел', 'полюс', 'общ', 'либ', 'уравнен', 'убед', 'коэффициент', 'решен', 'ференциальн', 'начал', 'отличн', 'выполнен', 'выясн', 'люб', 'рассматрива', 'особ', 'начальн', 'лукашевич', 'прост', 'ви', 'соб', 'определ', 'одинаков', 'вид', 'легк', 'мева', 'вообщ', 'получ', 'р', 'тг', 'вопрос', 'пенлев', 'четверт', 'окрестн', 'кажд', 'пользовательск', 'сы', 'случа', 'взаимн', 'точк', 'дифференциальн']"
1754,517,"['скол', '«', '±', 'существ', 'теорем', 'задач', 'услов', 'сдела', 'мер', 'обозначен', 'обзор', 'ек', 'форм', 'ортогональн', 'выполн', 'имеет', 'введ', 'смысл', 'зад', 'м', 'неравенств', 'обобщен', 'собствен', 'отрицательн', 'ствен', 'принадлежа', 'сиб', 'рк', 'задач', 'больш', 'случа', 'решен', 'котор', 'собствен', 'обобщен', 'угодн', 'и', 'кош', 'порта', 'работ', 'исходн', 'венств', 'функц', 'так', '€', 'журн', 'оператор', 'относ', 'определя', 'использован', 'т', 'логарифмическ', 'соответ', 'х', 'шим', 'лц']"
1755,512,"['порядк', 'конеч', 'порядок', '\ufeff', 'следующ', 'порожден', 'представл', 'вопрос', 'фонд', 'леж', 'основ', 'новосибирск', 'алгоритм', 'имеет', 'элемент', 'класс', 'очевидн', 'общероссийск', 'вольн', 'образ', 'верн', 'получ', 'произ', 'унт', 'сибирск', 'сергеевич', 'пирогов', 'справедлив', 'мат', 'котор', 'бэра–сузук', 'работ', 'ответ', 'результат', 'одинаков', 'интерес', 'асмамонт', 'знач', 'так', 'изучен', 'эл', 'утвержда', 'вопрос', 'выполн', 'поступ', 'равенств', 'справедлив', 'е', 'эл', 'подгрупп', 'ко', 'росс', 'автор', 'проект', 'доказа', 'групп']"
1756,517,"['е', 'сист', 'смысл', 'разрешим', 'сужен', 'хот', 'относительн', 'расширен', 'ввид', 'так', 'огранич', 'неравенств', 'устойчив', 'нижеслед', 'ограничен', 'см', 'р', 'нам', 'линейн', 'параболическ', 'определя', 'болическ', 'рассмотр', 'т', 'оп', 'известн', 'дополнен', 'ро', 'достаточн', 'дифференциальн', 'х', 'производн', 'уравнен', 'н', 'возмущен', 'сист', 'постоя', 'обознач', 'е', 'им', 'ср', 'ил', 'оператор', 'вытека', 'явля', 'д', 'е', 'выполня', 'так', 'л', 'знач', 'относительн', 'минимальн', 'примен', 'использ', 'сил']"
